alpha,beta,c,gamma,p0,sigma,market,margin,bcost,entry,exit,merger,bundling,profits,surplus,welfare,mpoly,mpolyA,mpolyB,profitsLR,surplusLR,welfareLR
0.0,0.95,1.0,0.0,1.0,10.0,411,0.1434,0.0,0.0,0.0,1.0,1.0,0.2869,1.779,2.066,0.0,0.0,0.0,0.2869,1.779,2.066
0.0,0.95,1.0,0.0,1.0,10.0,431,0.02658,0.0,0.0824,1.034,1.0,1.0,0.02335,0.1826,0.2059,0.04486,0.04736,0.04736,0.2727,1.69,1.963
0.0,0.95,1.0,0.0,1.0,2.0,200,0.6387,0.0,1.228,0.1942,0.6177,0.0,1.396,0.866,2.264,0.0,0.0,0.0,1.499,1.049,2.547
0.0,0.95,1.0,0.0,1.0,2.0,210,0.914,0.0,1.175,0.4568,1.0,0.0,1.396,0.9067,2.303,0.0,0.0,0.0,1.491,1.063,2.555
0.0,0.95,1.0,0.0,1.0,2.0,211,0.5522,0.0,0.723,0.3013,1.0,1.0,1.121,0.855,1.976,0.0,0.0,0.0,1.137,1.107,2.244
0.0,0.95,1.0,0.0,1.0,2.0,300,0.475,0.0,0.6484,0.2605,0.5547,0.0,1.461,0.929,2.39,0.0,0.0,0.0,1.504,1.04,2.545
0.0,0.95,1.0,0.0,1.0,2.0,310,0.2864,0.0,0.6367,0.868,1.0,0.0,1.447,0.9624,2.41,0.0,0.0,0.0,1.491,1.063,2.555
0.0,0.95,1.0,0.0,1.0,2.0,311,0.555,0.0,0.4617,0.9907,1.0,1.0,1.127,0.944,2.07,0.0,0.0,0.0,1.137,1.107,2.244
0.0,0.95,1.0,0.0,1.0,2.0,400,0.7627,0.0,0.0,0.0,0.0,0.0,1.525,1.003,2.527,0.0,0.0,0.0,1.525,1.003,2.527
0.0,0.95,1.0,0.0,1.0,2.0,410,0.7456,0.0,0.0,0.0,1.0,0.0,1.491,1.063,2.555,0.0,0.0,0.0,1.491,1.063,2.555
0.0,0.95,1.0,0.0,1.0,2.0,430,0.7314,0.0,0.0,0.0,1.0,0.0,1.463,1.108,2.572,0.0,0.0,0.0,1.463,1.108,2.572
0.0,0.95,1.0,0.0,1.0,2.0,411,0.5684,0.0,0.0,0.0,1.0,1.0,1.137,1.107,2.244,0.0,0.0,0.0,1.137,1.107,2.244
0.0,0.95,1.0,0.0,1.0,2.0,431,0.4458,0.0,0.0,0.0,1.0,1.0,0.8916,1.431,2.322,0.0,0.0,0.0,0.8916,1.431,2.322
0.0,0.95,1.0,0.0,1.0,3.0,200,0.7007,0.0,1.031,0.1964,0.7056,0.1877,1.226,0.9,2.125,0.0,0.0,0.0,1.164,1.215,2.379
0.0,0.95,1.0,0.0,1.0,3.0,210,0.8936,0.0,0.862,0.334,1.0,0.5947,1.163,0.8936,2.057,0.0,0.0,0.0,1.04,1.254,2.293
0.0,0.95,1.0,0.0,1.0,3.0,211,0.6123,0.0,0.571,0.2441,1.0,1.0,1.089,0.8643,1.953,0.0,0.0,0.0,0.9155,1.292,2.207
0.0,0.95,1.0,0.0,1.0,3.0,300,0.386,0.0,0.5728,0.2844,0.578,0.0,1.284,1.011,2.295,0.0,0.0,0.0,1.248,1.187,2.436
0.0,0.95,1.0,0.0,1.0,3.0,310,0.2123,0.0,0.5684,0.9185,1.0,0.0,1.276,1.024,2.3,0.0,0.0,0.0,1.243,1.192,2.436
0.0,0.95,1.0,0.0,1.0,3.0,311,0.59,0.0,0.3926,1.034,1.0,1.0,1.028,1.015,2.043,0.0,0.0,0.0,0.9155,1.292,2.207
0.0,0.95,1.0,0.0,1.0,3.0,400,0.629,0.0,0.0,0.0,0.0,0.0,1.258,1.177,2.434,0.0,0.0,0.0,1.258,1.177,2.434
0.0,0.95,1.0,0.0,1.0,3.0,410,0.6216,0.0,0.0,0.0,1.0,0.0,1.243,1.192,2.436,0.0,0.0,0.0,1.243,1.192,2.436
0.0,0.95,1.0,0.0,1.0,3.0,430,0.6157,0.0,0.0,0.0,1.0,0.0,1.231,1.206,2.438,0.0,0.0,0.0,1.231,1.206,2.438
0.0,0.95,1.0,0.0,1.0,3.0,411,0.4578,0.0,0.0,0.0,1.0,1.0,0.9155,1.292,2.207,0.0,0.0,0.0,0.9155,1.292,2.207
0.0,0.95,1.0,0.0,1.0,3.0,431,0.3274,0.0,0.0,0.0,1.0,1.0,0.655,1.573,2.229,0.0,0.0,0.0,0.655,1.573,2.229
0.0,0.95,1.0,0.0,1.0,4.0,200,0.7812,0.0,0.7188,0.175,0.828,0.368,1.109,0.864,1.974,0.0,0.0,0.0,0.78,1.428,2.207
0.0,0.95,1.0,0.0,1.0,4.0,210,1.01,0.0,0.5425,0.2229,1.0,0.7524,1.111,0.8423,1.954,0.0,0.0,0.0,0.7363,1.442,2.18
0.0,0.95,1.0,0.0,1.0,4.0,211,0.6626,0.0,0.4187,0.1837,1.0,1.0,1.106,0.821,1.928,0.0,0.0,0.0,0.713,1.451,2.164
0.0,0.95,1.0,0.0,1.0,4.0,300,0.3076,0.0,0.464,0.5493,0.8755,0.3464,1.063,1.064,2.127,0.0,0.0,0.0,0.844,1.405,2.248
0.0,0.95,1.0,0.0,1.0,4.0,310,0.2812,0.0,0.4363,1.011,1.0,0.561,1.035,1.06,2.096,0.0,0.0,0.0,0.803,1.419,2.223
0.0,0.95,1.0,0.0,1.0,4.0,311,0.6255,0.0,0.3193,1.078,1.0,1.0,0.9697,1.04,2.01,0.0,0.0,0.0,0.713,1.451,2.164
0.0,0.95,1.0,0.0,1.0,4.0,400,0.4956,0.0,0.0,0.0,0.0,0.0,0.991,1.353,2.344,0.0,0.0,0.0,0.991,1.353,2.344
0.0,0.95,1.0,0.0,1.0,4.0,410,0.4944,0.0,0.0,0.0,1.0,0.0,0.989,1.3545,2.344,0.0,0.0,0.0,0.989,1.3545,2.344
0.0,0.95,1.0,0.0,1.0,4.0,430,0.4934,0.0,0.0,0.0,1.0,0.0,0.987,1.356,2.344,0.0,0.0,0.0,0.987,1.356,2.344
0.0,0.95,1.0,0.0,1.0,4.0,411,0.3564,0.0,0.0,0.0,1.0,1.0,0.713,1.451,2.164,0.0,0.0,0.0,0.713,1.451,2.164
0.0,0.95,1.0,0.0,1.0,4.0,431,0.2494,0.0,0.0,0.0,1.0,1.0,0.4988,1.674,2.174,0.0,0.0,0.0,0.4988,1.674,2.174
0.0,0.95,1.0,0.0,1.0,5.0,200,0.847,0.0,0.5513,0.1359,0.818,0.3806,1.137,0.7954,1.933,0.0,0.0,0.0,0.6045,1.548,2.152
0.0,0.95,1.0,0.0,1.0,5.0,210,1.111,0.0,0.3882,0.1653,1.0,0.7383,1.161,0.7666,1.928,0.0,0.0,0.0,0.583,1.556,2.139
0.0,0.95,1.0,0.0,1.0,5.0,211,0.702,0.0,0.3123,0.1396,1.0,1.0,1.167,0.748,1.915,0.0,0.0,0.0,0.573,1.559,2.133
0.0,0.95,1.0,0.0,1.0,5.0,300,0.2905,0.0,0.3845,0.5903,0.8926,0.4868,1.004,1.061,2.064,0.0,0.0,0.0,0.6494,1.531,2.182
0.0,0.95,1.0,0.0,1.0,5.0,310,0.3223,0.0,0.3518,1.064,1.0,0.7295,0.9883,1.047,2.035,0.0,0.0,0.0,0.616,1.543,2.16
0.0,0.95,1.0,0.0,1.0,5.0,311,0.66,0.0,0.2644,1.109,1.0,1.0,0.9653,1.023,1.988,0.0,0.0,0.0,0.573,1.559,2.133
0.0,0.95,1.0,0.0,1.0,5.0,400,0.3994,0.0,0.0,0.0,0.0,0.0,0.799,1.478,2.277,0.0,0.0,0.0,0.799,1.478,2.277
0.0,0.95,1.0,0.0,1.0,5.0,410,0.3994,0.0,0.0,0.0,1.0,0.0,0.799,1.479,2.277,0.0,0.0,0.0,0.799,1.479,2.277
0.0,0.95,1.0,0.0,1.0,5.0,430,0.3992,0.0,0.0,0.0,1.0,0.0,0.7983,1.479,2.277,0.0,0.0,0.0,0.7983,1.479,2.277
0.0,0.95,1.0,0.0,1.0,5.0,411,0.2866,0.0,0.0,0.0,1.0,1.0,0.573,1.559,2.133,0.0,0.0,0.0,0.573,1.559,2.133
0.0,0.95,1.0,0.0,1.0,5.0,431,0.2,0.0,0.0,0.0,1.0,1.0,0.4,1.738,2.139,0.0,0.0,0.0,0.4,1.738,2.139
0.0,0.95,1.0,0.0,1.0,6.0,200,0.903,0.0,0.4465,0.1109,0.811,0.364,1.207,0.7075,1.914,0.0,0.0,0.0,0.4944,1.626,2.121
0.0,0.95,1.0,0.0,1.0,6.0,210,1.201,0.0,0.291,0.1283,1.0,0.6904,1.241,0.6743,1.916,0.0,0.0,0.0,0.4827,1.63,2.113
0.0,0.95,1.0,0.0,1.0,6.0,211,0.733,0.0,0.241,0.1112,1.0,1.0,1.25,0.6587,1.909,0.0,0.0,0.0,0.4783,1.632,2.11
0.0,0.95,1.0,0.0,1.0,6.0,300,0.2883,0.0,0.3254,0.6245,0.9043,0.5903,1.013,1.014,2.027,0.0,0.0,0.0,0.526,1.615,2.14
0.0,0.95,1.0,0.0,1.0,6.0,310,0.369,0.0,0.2915,1.109,1.0,0.832,1.012,0.989,2.0,0.0,0.0,0.0,0.5005,1.624,2.125
0.0,0.95,1.0,0.0,1.0,6.0,311,0.691,0.0,0.2251,1.152,1.0,1.0,1.008,0.964,1.972,0.0,0.0,0.0,0.4783,1.632,2.11
0.0,0.95,1.0,0.0,1.0,6.0,400,0.3333,0.0,0.0,0.0,0.0,0.0,0.6665,1.564,2.23,0.0,0.0,0.0,0.6665,1.564,2.23
0.0,0.95,1.0,0.0,1.0,6.0,410,0.3333,0.0,0.0,0.0,1.0,0.0,0.6665,1.564,2.23,0.0,0.0,0.0,0.6665,1.564,2.23
0.0,0.95,1.0,0.0,1.0,6.0,430,0.3333,0.0,0.0,0.0,1.0,0.0,0.6665,1.564,2.23,0.0,0.0,0.0,0.6665,1.564,2.23
0.0,0.95,1.0,0.0,1.0,6.0,411,0.2391,0.0,0.0,0.0,1.0,1.0,0.4783,1.632,2.11,0.0,0.0,0.0,0.4783,1.632,2.11
0.0,0.95,1.0,0.0,1.0,6.0,431,0.1666,0.0,0.0,0.0,1.0,1.0,0.3333,1.782,2.115,0.0,0.0,0.0,0.3333,1.782,2.115
0.0,0.95,1.0,0.0,1.0,7.0,200,0.951,0.0,0.4011,0.1041,0.81,0.3337,1.32,0.58,1.901,2.6e-6,3.16e-6,3.16e-6,0.4192,1.681,2.1
0.0,0.95,1.0,0.0,1.0,7.0,210,1.292,0.0,0.2238,0.10754,1.0,0.606,1.362,0.542,1.904,2.86e-6,3.4e-6,3.4e-6,0.412,1.684,2.096
0.0,0.95,1.0,0.0,1.0,7.0,211,0.7583,0.0,0.1915,0.09686,1.0,1.0,1.371,0.529,1.9,2.9e-6,3.5e-6,3.5e-6,0.41,1.685,2.094
0.0,0.95,1.0,0.0,1.0,7.0,300,0.3179,0.0,0.2786,0.6855,0.913,0.68,1.119,0.8687,1.988,1.6e-6,1.97e-6,1.97e-6,0.4404,1.674,2.113
0.0,0.95,1.0,0.0,1.0,7.0,310,0.442,0.0,0.2434,1.209,1.0,0.9067,1.144,0.818,1.962,1.8e-6,2.2e-6,2.2e-6,0.4207,1.681,2.102
0.0,0.95,1.0,0.0,1.0,7.0,311,0.7188,0.0,0.1943,1.273,1.0,1.0,1.153,0.791,1.944,1.9e-6,2.26e-6,2.26e-6,0.41,1.685,2.094
0.0,0.95,1.0,0.0,1.0,7.0,400,0.2856,0.0,0.0,0.0,0.0,0.0,0.5713,1.627,2.197,0.0,0.0,0.0,0.5713,1.627,2.197
0.0,0.95,1.0,0.0,1.0,7.0,410,0.2856,0.0,0.0,0.0,1.0,0.0,0.5713,1.627,2.197,0.0,0.0,0.0,0.5713,1.627,2.197
0.0,0.95,1.0,0.0,1.0,7.0,430,0.2856,0.0,0.0,0.0,1.0,0.0,0.5713,1.627,2.197,0.0,0.0,0.0,0.5713,1.627,2.197
0.0,0.95,1.0,0.0,1.0,7.0,411,0.205,0.0,0.0,0.0,1.0,1.0,0.41,1.685,2.094,0.0,0.0,0.0,0.41,1.685,2.094
0.0,0.95,1.0,0.0,1.0,7.0,431,0.1428,0.0,0.0,0.0,1.0,1.0,0.2856,1.813,2.1,0.0,0.0,0.0,0.2856,1.813,2.1
0.0,0.95,1.0,0.0,1.0,8.0,200,0.00426,0.0,0.4888,0.05908,0.1896,0.0,0.4546,0.664,1.118,0.0,0.0,0.0,0.5,1.673,2.174
0.0,0.95,1.0,0.0,1.0,8.0,210,0.004234,0.0,0.3645,0.1635,1.0,0.0,0.399,0.583,0.982,0.0,0.0,0.0,0.5,1.673,2.174
0.0,0.95,1.0,0.0,1.0,8.0,211,0.0003197,0.0,0.1558,0.0825,1.0,1.0,0.03096,0.1488,0.1797,0.000803,0.000895,0.000895,0.3584,1.723,2.08
0.0,0.95,1.0,0.0,1.0,8.0,300,0.04395,0.0,0.276,0.643,0.92,0.0,0.866,1.028,1.895,0.0,0.0,0.0,0.5,1.673,2.174
0.0,0.95,1.0,0.0,1.0,8.0,310,0.05655,0.0,0.276,1.104,1.0,0.0,1.013,1.058,2.07,0.0,0.0,0.0,0.5,1.673,2.174
0.0,0.95,1.0,0.0,1.0,8.0,311,0.01121,0.0,0.1692,1.343,1.0,1.0,0.08923,0.4287,0.518,0.0006037,0.000673,0.000673,0.3584,1.723,2.082
0.0,0.95,1.0,0.0,1.0,8.0,400,0.25,0.0,0.0,0.0,2.0e-6,0.0,0.5,1.673,2.174,0.0,0.0,0.0,0.5,1.673,2.174
0.0,0.95,1.0,0.0,1.0,8.0,410,0.25,0.0,0.0,0.0,1.0,0.0,0.5,1.673,2.174,0.0,0.0,0.0,0.5,1.673,2.174
0.0,0.95,1.0,0.0,1.0,8.0,430,0.25,0.0,0.0,0.0,1.0,0.0,0.5,1.673,2.174,0.0,0.0,0.0,0.5,1.673,2.174
0.0,0.95,1.0,0.0,1.0,8.0,411,0.1793,0.0,0.0,0.0,1.0,1.0,0.3586,1.724,2.082,0.0,0.0,0.0,0.3586,1.724,2.082
0.0,0.95,1.0,0.0,1.0,8.0,431,0.03995,0.0,0.1096,1.038,1.0,1.0,0.0468,0.271,0.3176,0.0008116,0.0009046,0.0009046,0.3584,1.723,2.08
0.0,0.95,1.0,0.0,1.0,9.0,200,0.003319,0.0,0.4512,0.05753,0.1838,0.0,0.4504,0.628,1.078,0.0,0.0,0.0,0.4443,1.71,2.154
0.0,0.95,1.0,0.0,1.0,9.0,210,0.003115,0.0,0.3135,0.142,1.0,0.0,0.3696,0.5273,0.897,0.0,0.0,0.0,0.4443,1.71,2.154
0.0,0.95,1.0,0.0,1.0,9.0,211,0.0002015,0.0,0.1293,0.0703,1.0,1.0,0.01878,0.1034,0.12213,0.01076,0.01158,0.01158,0.315,1.732,2.047
0.0,0.95,1.0,0.0,1.0,9.0,300,0.03687,0.0,0.2485,0.6562,0.9253,0.0,0.8804,0.9985,1.879,0.0,0.0,0.0,0.4443,1.71,2.154
0.0,0.95,1.0,0.0,1.0,9.0,310,0.04825,0.0,0.2485,1.118,1.0,0.0,1.03,1.026,2.057,0.0,0.0,0.0,0.4443,1.71,2.154
0.0,0.95,1.0,0.0,1.0,9.0,311,0.00867,0.0,0.1488,1.385,1.0,1.0,0.06274,0.3452,0.408,0.00865,0.009315,0.009315,0.3157,1.737,2.053
0.0,0.95,1.0,0.0,1.0,9.0,400,0.2222,0.0,0.0,0.0,1.41e-5,0.0,0.4443,1.71,2.154,0.0,0.0,0.0,0.4443,1.71,2.154
0.0,0.95,1.0,0.0,1.0,9.0,410,0.2222,0.0,0.0,0.0,1.0,0.0,0.4443,1.71,2.154,0.0,0.0,0.0,0.4443,1.71,2.154
0.0,0.95,1.0,0.0,1.0,9.0,430,0.2222,0.0,0.0,0.0,1.0,0.0,0.4443,1.71,2.154,0.0,0.0,0.0,0.4443,1.71,2.154
0.0,0.95,1.0,0.0,1.0,9.0,411,0.1594,0.0,0.0,0.0,1.0,1.0,0.3188,1.755,2.074,0.0,0.0,0.0,0.3188,1.755,2.074
0.0,0.95,1.0,0.0,1.0,9.0,431,0.0315,0.0,0.0955,1.038,1.0,1.0,0.0318,0.2155,0.2472,0.01082,0.01165,0.01165,0.315,1.732,2.047
1.0,0.95,1.0,0.0,1.0,1.0,200,0.699,0.03445,1.525,0.2969,0.853,0.0,2.139,1.402,3.541,0.0,0.0,0.0,2.37,1.68,4.05
1.0,0.95,1.0,0.0,1.0,1.0,210,1.028,0.03824,1.516,0.5503,1.0,0.0,2.15,1.449,3.6,0.0,0.0,0.0,2.37,1.68,4.05
1.0,0.95,1.0,0.0,1.0,1.0,211,0.674,0.0,1.104,0.4272,1.0,1.0,1.542,1.539,3.082,0.0,0.0,0.0,1.547,2.057,3.604
1.0,0.95,1.0,0.0,1.0,1.0,300,0.4717,0.09937,0.7627,0.306,0.9,0.0,2.22,1.478,3.7,0.0,0.0,0.0,2.37,1.68,4.05
1.0,0.95,1.0,0.0,1.0,1.0,310,0.2532,0.349,0.7627,0.7627,1.0,0.0,2.219,1.504,3.723,0.0,0.0,0.0,2.37,1.68,4.05
1.0,0.95,1.0,0.0,1.0,1.0,311,0.6797,0.0,0.6235,0.8784,1.0,1.0,1.549,1.654,3.203,0.0,0.0,0.0,1.547,2.057,3.604
1.0,0.95,1.0,0.0,1.0,1.0,400,0.863,0.0,0.0,0.0,0.8843,0.0,2.312,1.585,3.896,0.0,0.0,0.0,2.37,1.68,4.05
1.0,0.95,1.0,0.0,1.0,1.0,410,0.846,0.0,0.0,0.0,1.0,0.0,2.305,1.609,3.914,0.0,0.0,0.0,2.37,1.68,4.05
1.0,0.95,1.0,0.0,1.0,1.0,430,0.822,0.0,0.0,0.0,1.0,0.0,2.28,1.674,3.953,0.0,0.0,0.0,2.37,1.68,4.05
1.0,0.95,1.0,0.0,1.0,1.0,411,0.7104,0.0,0.0,0.0,1.0,1.0,1.5625,1.867,3.43,0.0,0.0,0.0,1.547,2.057,3.604
1.0,0.95,1.0,0.0,1.0,1.0,431,0.586,0.0,0.0,0.0,1.0,1.0,1.457,2.05,3.508,0.0,0.0,0.0,1.547,2.057,3.604
1.0,0.95,1.0,0.0,1.0,10.0,200,1.199,0.29,0.4802,0.1321,0.845,0.05786,2.447,0.3765,2.822,0.895,0.9736,0.895,2.518,0.395,2.912
1.0,0.95,1.0,0.0,1.0,10.0,210,2.355,1.23e-5,0.0657,0.0382,1.0,3.6e-6,2.53,0.3286,2.857,0.907,1.0,0.9077,2.58,0.3289,2.908
1.0,0.95,1.0,0.0,1.0,10.0,211,1.178,0.0,4.25e-5,2.486e-5,1.0,1.0,2.525,0.3286,2.854,1.0,1.0,1.0,2.574,0.3286,2.904
1.0,0.95,1.0,0.0,1.0,10.0,300,-0.1932,0.5327,0.3123,0.8354,0.9814,0.3716,2.244,0.5674,2.81,0.868,0.915,0.868,2.38,0.5415,2.922
1.0,0.95,1.0,0.0,1.0,10.0,310,0.004673,0.5884,0.05426,1.541,1.0,0.1412,2.521,0.335,2.857,0.9233,1.0,0.9233,2.578,0.329,2.908
1.0,0.95,1.0,0.0,1.0,10.0,311,1.177,1.097e-5,0.0001028,1.525,1.0,1.0,2.525,0.329,2.854,1.0,1.0,1.0,2.574,0.3286,2.904
1.0,0.95,1.0,0.0,1.0,10.0,400,-2.953,0.5117,0.007404,0.9683,1.0,0.5444,0.8013,2.113,2.916,0.6406,0.672,0.6406,1.816,1.149,2.967
1.0,0.95,1.0,0.0,1.0,10.0,410,-0.737,0.5366,0.00874,1.893,1.0,0.507,1.954,0.9224,2.877,0.952,0.9956,0.952,2.566,0.3396,2.906
1.0,0.95,1.0,0.0,1.0,10.0,430,-9.055,0.423,0.01489,1.339,1.0,0.6875,0.02805,2.846,2.873,0.9688,0.997,0.9688,2.57,0.3352,2.906
1.0,0.95,1.0,0.0,1.0,10.0,411,-3.11,0.411,0.002134,2.068,0.9985,0.995,0.5713,2.293,2.863,0.997,0.9976,0.997,2.57,0.3347,2.904
1.0,0.95,1.0,0.0,1.0,10.0,431,-4.35,0.4114,2.6e-5,1.416,1.0,1.0,0.01024,2.857,2.867,0.9976,0.9976,0.9976,2.57,0.3347,2.904
1.0,0.95,1.0,0.0,1.0,2.0,200,0.8223,0.07556,1.356,0.2318,0.6777,0.1263,1.769,1.453,3.223,0.0,0.0,0.0,1.799,1.805,3.604
1.0,0.95,1.0,0.0,1.0,2.0,210,1.6875,0.09174,1.187,0.4243,1.0,0.52,1.658,1.455,3.113,0.0,0.0,0.0,1.605,1.867,3.473
1.0,0.95,1.0,0.0,1.0,2.0,211,0.8,0.0,0.823,0.3376,1.0,1.0,1.509,1.419,2.928,0.0,0.0,0.0,1.373,1.9375,3.31
1.0,0.95,1.0,0.0,1.0,2.0,300,0.2952,0.3623,0.738,0.2074,0.4917,0.0,1.822,1.582,3.404,0.0,0.0,0.0,1.875,1.777,3.652
1.0,0.95,1.0,0.0,1.0,2.0,310,0.06744,0.5664,0.733,0.7896,1.0,0.0,1.81,1.602,3.41,0.0,0.0,0.0,1.865,1.788,3.654
1.0,0.95,1.0,0.0,1.0,2.0,311,0.738,0.0,0.503,0.964,1.0,1.0,1.429,1.601,3.03,0.0,0.0,0.0,1.373,1.9375,3.31
1.0,0.95,1.0,0.0,1.0,2.0,400,0.5596,0.0,0.0,0.0,0.0,0.0,1.796,1.76,3.557,0.0,0.0,0.0,1.886,1.765,3.65
1.0,0.95,1.0,0.0,1.0,2.0,410,0.5493,0.0,0.0,0.0,1.0,0.0,1.775,1.783,3.559,0.0,0.0,0.0,1.865,1.788,3.654
1.0,0.95,1.0,0.0,1.0,2.0,430,0.54,0.0,0.0,0.0,1.0,0.0,1.757,1.804,3.56,0.0,0.0,0.0,1.847,1.809,3.656
1.0,0.95,1.0,0.0,1.0,2.0,411,0.4954,0.0,0.0,0.0,1.0,1.0,1.282,1.934,3.217,0.0,0.0,0.0,1.373,1.9375,3.31
1.0,0.95,1.0,0.0,1.0,2.0,431,0.2983,0.0,0.0,0.0,1.0,1.0,0.8926,2.355,3.248,0.0,0.0,0.0,0.9824,2.36,3.342
1.0,0.95,1.0,0.0,1.0,3.0,200,0.9507,0.2952,0.507,0.1226,0.8315,0.08594,1.938,0.7505,2.69,0.884,0.884,0.8867,1.959,0.8306,2.79
1.0,0.95,1.0,0.0,1.0,3.0,210,1.731,0.001294,0.0916,0.05164,1.0,0.1263,2.014,0.6626,2.676,0.9927,0.9927,0.996,2.057,0.6626,2.719
1.0,0.95,1.0,0.0,1.0,3.0,211,0.9204,5.0e-7,0.00557,0.003267,1.0,1.0,2.01,0.6567,2.666,0.9966,0.9966,1.0,2.059,0.657,2.717
1.0,0.95,1.0,0.0,1.0,3.0,300,-0.991,0.526,0.4507,0.647,0.8906,0.44,1.573,1.337,2.91,0.401,0.401,0.4023,1.523,1.574,3.098
1.0,0.95,1.0,0.0,1.0,3.0,310,0.623,0.3477,0.06213,1.526,1.0,0.819,1.836,0.632,2.467,0.9907,0.9907,0.994,2.055,0.6655,2.72
1.0,0.95,1.0,0.0,1.0,3.0,311,0.9185,0.0003662,0.004505,1.525,1.0,1.0,2.008,0.66,2.668,0.996,0.9966,0.9995,2.059,0.657,2.717
1.0,0.95,1.0,0.0,1.0,3.0,400,-1.712,0.3948,0.003561,0.548,1.0,0.2988,0.946,2.176,3.121,0.397,0.397,0.3982,1.616,1.546,3.162
1.0,0.95,1.0,0.0,1.0,3.0,410,-2.176,0.4692,0.004158,1.303,1.0,0.694,0.9736,1.906,2.879,0.745,0.745,0.7476,1.866,1.032,2.898
1.0,0.95,1.0,0.0,1.0,3.0,430,-5.242,0.4543,0.001769,0.27,1.0,0.5645,0.209,2.797,3.006,0.551,0.551,0.5527,1.724,1.322,3.047
1.0,0.95,1.0,0.0,1.0,3.0,411,-1.601,0.4265,0.003391,1.957,1.0,1.0,0.8,1.92,2.72,0.9443,0.9443,0.9478,2.002,0.741,2.742
